INSTRUMENTID,STRIKECLOSEFEERATIO,TRADEFEERATIO,STRIKEFEEUNIT,EXCHANGEID,STRADEUNITMARGIN,HTRADEUNITMARGIN,TRADINGDAY,STRIKEFEERATIO,PRODUCTID,HTRADEFEERATIO,DISCOUNTRATE,TRADEFEEUNIT,SETTLEMENTPRICE,STRIKECLOSEFEEUNIT,SETTLEMENTGROUPID,HTRADEFEEUNIT,trade_date
ni2511P138000,0,0,1.5,SHFE,29368.8,28133.9,20251010,0,ni_o,0,0,1.5,14550,0,00000001,0.75,20251010
ni2511P140000,0,0,1.5,SHFE,31344.8,30109.9,20251010,0,ni_o,0,0,1.5,16526,0,00000001,0.75,20251010
ni2511P142000,0,0,1.5,SHFE,33332.8,32097.9,20251010,0,ni_o,0,0,1.5,18514,0,00000001,0.75,20251010
ni2511P144000,0,0,1.5,SHFE,35328.8,34093.9,20251010,0,ni_o,0,0,1.5,20510,0,00000001,0.75,20251010
ni2512C99000,0,0,1.5,SHFE,39488,38251.5,20251010,0,ni_o,0,0,1.5,24650,0,00000001,0.75,20251010
ni2512C100000,0,0,1.5,SHFE,38488,37251.5,20251010,0,ni_o,0,0,1.5,23650,0,00000001,0.75,20251010
ni2512C102000,0,0,1.5,SHFE,36498,35261.5,20251010,0,ni_o,0,0,1.5,21660,0,00000001,0.75,20251010
ni2512C104000,0,0,1.5,SHFE,34524,33287.5,20251010,0,ni_o,0,0,1.5,19686,0,00000001,0.75,20251010
ni2512C106000,0,0,1.5,SHFE,32570,31333.5,20251010,0,ni_o,0,0,1.5,17732,0,00000001,0.75,20251010
ni2512C108000,0,0,1.5,SHFE,30650,29413.5,20251010,0,ni_o,0,0,1.5,15812,0,00000001,0.75,20251010
ni2512C110000,0,0,1.5,SHFE,28780,27543.5,20251010,0,ni_o,0,0,1.5,13942,0,00000001,0.75,20251010
ni2512C112000,0,0,1.5,SHFE,26978,25741.5,20251010,0,ni_o,0,0,1.5,12140,0,00000001,0.75,20251010
ni2512C114000,0,0,1.5,SHFE,25260,24023.5,20251010,0,ni_o,0,0,1.5,10422,0,00000001,0.75,20251010
ni2512C116000,0,0,1.5,SHFE,23658,22421.5,20251010,0,ni_o,0,0,1.5,8820,0,00000001,0.75,20251010
ni2512C118000,0,0,1.5,SHFE,22176,20939.5,20251010,0,ni_o,0,0,1.5,7338,0,00000001,0.75,20251010
ni2512C120000,0,0,1.5,SHFE,20848,19611.5,20251010,0,ni_o,0,0,1.5,6010,0,00000001,0.75,20251010
ni2512C122000,0,0,1.5,SHFE,19666,18429.5,20251010,0,ni_o,0,0,1.5,4828,0,00000001,0.75,20251010
ni2512C124000,0,0,1.5,SHFE,18475,17238.5,20251010,0,ni_o,0,0,1.5,3812,0,00000001,0.75,20251010
ni2512C126000,0,0,1.5,SHFE,16617,15380.5,20251010,0,ni_o,0,0,1.5,2954,0,00000001,0.75,20251010
ni2512C128000,0,0,1.5,SHFE,14899,13662.5,20251010,0,ni_o,0,0,1.5,2236,0,00000001,0.75,20251010
ni2512C130000,0,0,1.5,SHFE,13333,12096.5,20251010,0,ni_o,0,0,1.5,1670,0,00000001,0.75,20251010
ni2512C132000,0,0,1.5,SHFE,11883,10646.5,20251010,0,ni_o,0,0,1.5,1220,0,00000001,0.75,20251010
ni2512C134000,0,0,1.5,SHFE,10531,9294.5,20251010,0,ni_o,0,0,1.5,868,0,00000001,0.75,20251010
ni2512C136000,0,0,1.5,SHFE,9275,8038.5,20251010,0,ni_o,0,0,1.5,612,0,00000001,0.75,20251010
ni2512C138000,0,0,1.5,SHFE,8085,7222.75,20251010,0,ni_o,0,0,1.5,422,0,00000001,0.75,20251010
ni2512C140000,0,0,1.5,SHFE,7701,7082.75,20251010,0,ni_o,0,0,1.5,282,0,00000001,0.75,20251010
ni2512C142000,0,0,1.5,SHFE,7605,6986.75,20251010,0,ni_o,0,0,1.5,186,0,00000001,0.75,20251010
ni2512C144000,0,0,1.5,SHFE,7541,6922.75,20251010,0,ni_o,0,0,1.5,122,0,00000001,0.75,20251010
ni2512P99000,0,0,1.5,SHFE,7425,6806.75,20251010,0,ni_o,0,0,1.5,6,0,00000001,0.75,20251010
ni2512P100000,0,0,1.5,SHFE,7429,6810.75,20251010,0,ni_o,0,0,1.5,10,0,00000001,0.75,20251010
ni2512P102000,0,0,1.5,SHFE,7443,6824.75,20251010,0,ni_o,0,0,1.5,24,0,00000001,0.75,20251010
ni2512P104000,0,0,1.5,SHFE,7469,6850.75,20251010,0,ni_o,0,0,1.5,50,0,00000001,0.75,20251010
ni2512P106000,0,0,1.5,SHFE,7519,6900.75,20251010,0,ni_o,0,0,1.5,100,0,00000001,0.75,20251010
ni2512P108000,0,0,1.5,SHFE,7597,6978.75,20251010,0,ni_o,0,0,1.5,178,0,00000001,0.75,20251010
ni2512P110000,0,0,1.5,SHFE,8321,7108.75,20251010,0,ni_o,0,0,1.5,308,0,00000001,0.75,20251010
ni2512P112000,0,0,1.5,SHFE,9519,8282.5,20251010,0,ni_o,0,0,1.5,506,0,00000001,0.75,20251010
ni2512P114000,0,0,1.5,SHFE,10799,9562.5,20251010,0,ni_o,0,0,1.5,786,0,00000001,0.75,20251010
ni2512P116000,0,0,1.5,SHFE,12195,10958.5,20251010,0,ni_o,0,0,1.5,1182,0,00000001,0.75,20251010
ni2512P118000,0,0,1.5,SHFE,13709,12472.5,20251010,0,ni_o,0,0,1.5,1696,0,00000001,0.75,20251010
ni2512P120000,0,0,1.5,SHFE,15379,14142.5,20251010,0,ni_o,0,0,1.5,2366,0,00000001,0.75,20251010
ni2512P122000,0,0,1.5,SHFE,17195,15958.5,20251010,0,ni_o,0,0,1.5,3182,0,00000001,0.75,20251010
ni2512P124000,0,0,1.5,SHFE,19000,17763.5,20251010,0,ni_o,0,0,1.5,4162,0,00000001,0.75,20251010
ni2512P126000,0,0,1.5,SHFE,20138,18901.5,20251010,0,ni_o,0,0,1.5,5300,0,00000001,0.75,20251010
ni2512P128000,0,0,1.5,SHFE,21418,20181.5,20251010,0,ni_o,0,0,1.5,6580,0,00000001,0.75,20251010
ni2512P130000,0,0,1.5,SHFE,22850,21613.5,20251010,0,ni_o,0,0,1.5,8012,0,00000001,0.75,20251010
ni2512P132000,0,0,1.5,SHFE,24396,23159.5,20251010,0,ni_o,0,0,1.5,9558,0,00000001,0.75,20251010
ni2512P134000,0,0,1.5,SHFE,26042,24805.5,20251010,0,ni_o,0,0,1.5,11204,0,00000001,0.75,20251010
ni2512P136000,0,0,1.5,SHFE,27784,26547.5,20251010,0,ni_o,0,0,1.5,12946,0,00000001,0.75,20251010
ni2512P138000,0,0,1.5,SHFE,29592,28355.5,20251010,0,ni_o,0,0,1.5,14754,0,00000001,0.75,20251010
ni2512P140000,0,0,1.5,SHFE,31452,30215.5,20251010,0,ni_o,0,0,1.5,16614,0,00000001,0.75,20251010
ni2512P142000,0,0,1.5,SHFE,33356,32119.5,20251010,0,ni_o,0,0,1.5,18518,0,00000001,0.75,20251010
ni2512P144000,0,0,1.5,SHFE,35290,34053.5,20251010,0,ni_o,0,0,1.5,20452,0,00000001,0.75,20251010
ni2601C99000,0,0,1.5,SHFE,40130.8,38889.4,20251010,0,ni_o,0,0,1.5,25234,0,00000001,0.75,20251010
ni2601C100000,0,0,1.5,SHFE,39162.8,37921.4,20251010,0,ni_o,0,0,1.5,24266,0,00000001,0.75,20251010
ni2601C102000,0,0,1.5,SHFE,37250.8,36009.4,20251010,0,ni_o,0,0,1.5,22354,0,00000001,0.75,20251010
ni2601C104000,0,0,1.5,SHFE,35378.8,34137.4,20251010,0,ni_o,0,0,1.5,20482,0,00000001,0.75,20251010
ni2601C106000,0,0,1.5,SHFE,33550.8,32309.4,20251010,0,ni_o,0,0,1.5,18654,0,00000001,0.75,20251010
ni2601C108000,0,0,1.5,SHFE,31780.8,30539.4,20251010,0,ni_o,0,0,1.5,16884,0,00000001,0.75,20251010
ni2601C110000,0,0,1.5,SHFE,30076.8,28835.4,20251010,0,ni_o,0,0,1.5,15180,0,00000001,0.75,20251010
ni2601C112000,0,0,1.5,SHFE,28448.8,27207.4,20251010,0,ni_o,0,0,1.5,13552,0,00000001,0.75,20251010
ni2601C114000,0,0,1.5,SHFE,26906.8,25665.4,20251010,0,ni_o,0,0,1.5,12010,0,00000001,0.75,20251010
ni2601C116000,0,0,1.5,SHFE,25460.8,24219.4,20251010,0,ni_o,0,0,1.5,10564,0,00000001,0.75,20251010
ni2601C118000,0,0,1.5,SHFE,24118.8,22877.4,20251010,0,ni_o,0,0,1.5,9222,0,00000001,0.75,20251010
ni2601C120000,0,0,1.5,SHFE,22882.8,21641.4,20251010,0,ni_o,0,0,1.5,7986,0,00000001,0.75,20251010
ni2601C122000,0,0,1.5,SHFE,21758.8,20517.4,20251010,0,ni_o,0,0,1.5,6862,0,00000001,0.75,20251010
ni2601C124000,0,0,1.5,SHFE,20746.8,19505.4,20251010,0,ni_o,0,0,1.5,5850,0,00000001,0.75,20251010
ni2601C126000,0,0,1.5,SHFE,18912.8,17671.4,20251010,0,ni_o,0,0,1.5,4946,0,00000001,0.75,20251010
ni2601C128000,0,0,1.5,SHFE,17116.8,15875.4,20251010,0,ni_o,0,0,1.5,4150,0,00000001,0.75,20251010
ni2601C130000,0,0,1.5,SHFE,15420.8,14179.4,20251010,0,ni_o,0,0,1.5,3454,0,00000001,0.75,20251010
ni2601C132000,0,0,1.5,SHFE,13818.8,12577.4,20251010,0,ni_o,0,0,1.5,2852,0,00000001,0.75,20251010
ni2601C134000,0,0,1.5,SHFE,12302.8,11061.4,20251010,0,ni_o,0,0,1.5,2336,0,00000001,0.75,20251010
ni2601C136000,0,0,1.5,SHFE,10864.8,9623.4,20251010,0,ni_o,0,0,1.5,1898,0,00000001,0.75,20251010
ni2601C138000,0,0,1.5,SHFE,9494.8,8355.7,20251010,0,ni_o,0,0,1.5,1528,0,00000001,0.75,20251010
ni2601C140000,0,0,1.5,SHFE,8668.4,8047.7,20251010,0,ni_o,0,0,1.5,1220,0,00000001,0.75,20251010
ni2601C142000,0,0,1.5,SHFE,8414.4,7793.7,20251010,0,ni_o,0,0,1.5,966,0,00000001,0.75,20251010
ni2601C144000,0,0,1.5,SHFE,8206.4,7585.7,20251010,0,ni_o,0,0,1.5,758,0,00000001,0.75,20251010
ni2601P99000,0,0,1.5,SHFE,7578.4,6957.7,20251010,0,ni_o,0,0,1.5,130,0,00000001,0.75,20251010
ni2601P100000,0,0,1.5,SHFE,7610.4,6989.7,20251010,0,ni_o,0,0,1.5,162,0,00000001,0.75,20251010
ni2601P102000,0,0,1.5,SHFE,7700.4,7079.7,20251010,0,ni_o,0,0,1.5,252,0,00000001,0.75,20251010
ni2601P104000,0,0,1.5,SHFE,7826.4,7205.7,20251010,0,ni_o,0,0,1.5,378,0,00000001,0.75,20251010
ni2601P106000,0,0,1.5,SHFE,7998.4,7377.7,20251010,0,ni_o,0,0,1.5,550,0,00000001,0.75,20251010
ni2601P108000,0,0,1.5,SHFE,8226.4,7605.7,20251010,0,ni_o,0,0,1.5,778,0,00000001,0.75,20251010
ni2601P110000,0,0,1.5,SHFE,8896.8,7897.7,20251010,0,ni_o,0,0,1.5,1070,0,00000001,0.75,20251010
ni2601P112000,0,0,1.5,SHFE,10264.8,9023.4,20251010,0,ni_o,0,0,1.5,1438,0,00000001,0.75,20251010
ni2601P114000,0,0,1.5,SHFE,11720.8,10479.4,20251010,0,ni_o,0,0,1.5,1894,0,00000001,0.75,20251010
ni2601P116000,0,0,1.5,SHFE,13270.8,12029.4,20251010,0,ni_o,0,0,1.5,2444,0,00000001,0.75,20251010
ni2601P118000,0,0,1.5,SHFE,14922.8,13681.4,20251010,0,ni_o,0,0,1.5,3096,0,00000001,0.75,20251010
ni2601P120000,0,0,1.5,SHFE,16682.8,15441.4,20251010,0,ni_o,0,0,1.5,3856,0,00000001,0.75,20251010
ni2601P122000,0,0,1.5,SHFE,18552.8,17311.4,20251010,0,ni_o,0,0,1.5,4726,0,00000001,0.75,20251010
ni2601P124000,0,0,1.5,SHFE,20536.8,19295.4,20251010,0,ni_o,0,0,1.5,5710,0,00000001,0.75,20251010
ni2601P126000,0,0,1.5,SHFE,21698.8,20457.4,20251010,0,ni_o,0,0,1.5,6802,0,00000001,0.75,20251010
ni2601P128000,0,0,1.5,SHFE,22896.8,21655.4,20251010,0,ni_o,0,0,1.5,8000,0,00000001,0.75,20251010
ni2601P130000,0,0,1.5,SHFE,24196.8,22955.4,20251010,0,ni_o,0,0,1.5,9300,0,00000001,0.75,20251010
ni2601P132000,0,0,1.5,SHFE,25590.8,24349.4,20251010,0,ni_o,0,0,1.5,10694,0,00000001,0.75,20251010
ni2601P134000,0,0,1.5,SHFE,27070.8,25829.4,20251010,0,ni_o,0,0,1.5,12174,0,00000001,0.75,20251010
ni2601P136000,0,0,1.5,SHFE,28626.8,27385.4,20251010,0,ni_o,0,0,1.5,13730,0,00000001,0.75,20251010
ni2601P138000,0,0,1.5,SHFE,30254.8,29013.4,20251010,0,ni_o,0,0,1.5,15358,0,00000001,0.75,20251010
ni2601P140000,0,0,1.5,SHFE,31942.8,30701.4,20251010,0,ni_o,0,0,1.5,17046,0,00000001,0.75,20251010
ni2601P142000,0,0,1.5,SHFE,33684.8,32443.4,20251010,0,ni_o,0,0,1.5,18788,0,00000001,0.75,20251010
ni2601P144000,0,0,1.5,SHFE,35474.8,34233.4,20251010,0,ni_o,0,0,1.5,20578,0,00000001,0.75,20251010
sn2511C220000,0,0,1.5,SHFE,103041.6,100157.3,20251010,0,sn_o,0,0,1.5,68430,0,00000001,0.75,20251010
sn2511C225000,0,0,1.5,SHFE,98041.6,95157.3,20251010,0,sn_o,0,0,1.5,63430,0,00000001,0.75,20251010
sn2511C230000,0,0,1.5,SHFE,93041.6,90157.3,20251010,0,sn_o,0,0,1.5,58430,0,00000001,0.75,20251010
sn2511C235000,0,0,1.5,SHFE,88041.6,85157.3,20251010,0,sn_o,0,0,1.5,53430,0,00000001,0.75,20251010
sn2511C240000,0,0,1.5,SHFE,83049.6,80165.3,20251010,0,sn_o,0,0,1.5,48438,0,00000001,0.75,20251010
sn2511C245000,0,0,1.5,SHFE,78079.6,75195.3,20251010,0,sn_o,0,0,1.5,43468,0,00000001,0.75,20251010
sn2511C250000,0,0,1.5,SHFE,73151.6,70267.3,20251010,0,sn_o,0,0,1.5,38540,0,00000001,0.75,20251010
sn2511C255000,0,0,1.5,SHFE,68295.6,65411.3,20251010,0,sn_o,0,0,1.5,33684,0,00000001,0.75,20251010
sn2511C260000,0,0,1.5,SHFE,63565.6,60681.3,20251010,0,sn_o,0,0,1.5,28954,0,00000001,0.75,20251010
sn2511C265000,0,0,1.5,SHFE,59023.6,56139.3,20251010,0,sn_o,0,0,1.5,24412,0,00000001,0.75,20251010
sn2511C270000,0,0,1.5,SHFE,54749.6,51865.3,20251010,0,sn_o,0,0,1.5,20138,0,00000001,0.75,20251010
sn2511C275000,0,0,1.5,SHFE,50819.6,47935.3,20251010,0,sn_o,0,0,1.5,16208,0,00000001,0.75,20251010
sn2511C280000,0,0,1.5,SHFE,47315.6,44431.3,20251010,0,sn_o,0,0,1.5,12704,0,00000001,0.75,20251010
sn2511C285000,0,0,1.5,SHFE,44301.6,41417.3,20251010,0,sn_o,0,0,1.5,9690,0,00000001,0.75,20251010
sn2511C290000,0,0,1.5,SHFE,40996.6,38112.3,20251010,0,sn_o,0,0,1.5,7170,0,00000001,0.75,20251010
sn2511C295000,0,0,1.5,SHFE,36464.6,33580.3,20251010,0,sn_o,0,0,1.5,5138,0,00000001,0.75,20251010
sn2511C300000,0,0,1.5,SHFE,32380.6,29496.3,20251010,0,sn_o,0,0,1.5,3554,0,00000001,0.75,20251010
sn2511C305000,0,0,1.5,SHFE,28720.6,25836.3,20251010,0,sn_o,0,0,1.5,2394,0,00000001,0.75,20251010
sn2511C310000,0,0,1.5,SHFE,25384.6,22500.3,20251010,0,sn_o,0,0,1.5,1558,0,00000001,0.75,20251010
sn2511C315000,0,0,1.5,SHFE,22298.6,19414.3,20251010,0,sn_o,0,0,1.5,972,0,00000001,0.75,20251010
sn2511C320000,0,0,1.5,SHFE,19420.6,16536.3,20251010,0,sn_o,0,0,1.5,594,0,00000001,0.75,20251010
sn2511C325000,0,0,1.5,SHFE,17653.8,16211.65,20251010,0,sn_o,0,0,1.5,348,0,00000001,0.75,20251010
sn2511C330000,0,0,1.5,SHFE,17503.8,16061.65,20251010,0,sn_o,0,0,1.5,198,0,00000001,0.75,20251010
sn2511P220000,0,0,1.5,SHFE,17307.8,15865.65,20251010,0,sn_o,0,0,1.5,2,0,00000001,0.75,20251010
sn2511P225000,0,0,1.5,SHFE,17307.8,15865.65,20251010,0,sn_o,0,0,1.5,2,0,00000001,0.75,20251010
sn2511P230000,0,0,1.5,SHFE,17307.8,15865.65,20251010,0,sn_o,0,0,1.5,2,0,00000001,0.75,20251010
sn2511P235000,0,0,1.5,SHFE,17311.8,15869.65,20251010,0,sn_o,0,0,1.5,6,0,00000001,0.75,20251010
sn2511P240000,0,0,1.5,SHFE,17325.8,15883.65,20251010,0,sn_o,0,0,1.5,20,0,00000001,0.75,20251010
sn2511P245000,0,0,1.5,SHFE,17357.8,15915.65,20251010,0,sn_o,0,0,1.5,52,0,00000001,0.75,20251010
sn2511P250000,0,0,1.5,SHFE,17429.8,15987.65,20251010,0,sn_o,0,0,1.5,124,0,00000001,0.75,20251010
sn2511P255000,0,0,1.5,SHFE,18166.6,16133.65,20251010,0,sn_o,0,0,1.5,270,0,00000001,0.75,20251010
sn2511P260000,0,0,1.5,SHFE,20934.6,18050.3,20251010,0,sn_o,0,0,1.5,538,0,00000001,0.75,20251010
sn2511P265000,0,0,1.5,SHFE,23890.6,21006.3,20251010,0,sn_o,0,0,1.5,994,0,00000001,0.75,20251010
sn2511P270000,0,0,1.5,SHFE,27114.6,24230.3,20251010,0,sn_o,0,0,1.5,1718,0,00000001,0.75,20251010
sn2511P275000,0,0,1.5,SHFE,30682.6,27798.3,20251010,0,sn_o,0,0,1.5,2786,0,00000001,0.75,20251010
sn2511P280000,0,0,1.5,SHFE,34676.6,31792.3,20251010,0,sn_o,0,0,1.5,4280,0,00000001,0.75,20251010
sn2511P285000,0,0,1.5,SHFE,39158.6,36274.3,20251010,0,sn_o,0,0,1.5,6262,0,00000001,0.75,20251010
sn2511P290000,0,0,1.5,SHFE,43351.6,40467.3,20251010,0,sn_o,0,0,1.5,8740,0,00000001,0.75,20251010
sn2511P295000,0,0,1.5,SHFE,46315.6,43431.3,20251010,0,sn_o,0,0,1.5,11704,0,00000001,0.75,20251010
sn2511P300000,0,0,1.5,SHFE,49729.6,46845.3,20251010,0,sn_o,0,0,1.5,15118,0,00000001,0.75,20251010
sn2511P305000,0,0,1.5,SHFE,53565.6,50681.3,20251010,0,sn_o,0,0,1.5,18954,0,00000001,0.75,20251010
sn2511P310000,0,0,1.5,SHFE,57727.6,54843.3,20251010,0,sn_o,0,0,1.5,23116,0,00000001,0.75,20251010
sn2511P315000,0,0,1.5,SHFE,62139.6,59255.3,20251010,0,sn_o,0,0,1.5,27528,0,00000001,0.75,20251010
sn2511P320000,0,0,1.5,SHFE,66759.6,63875.3,20251010,0,sn_o,0,0,1.5,32148,0,00000001,0.75,20251010
sn2511P325000,0,0,1.5,SHFE,71513.6,68629.3,20251010,0,sn_o,0,0,1.5,36902,0,00000001,0.75,20251010
sn2511P330000,0,0,1.5,SHFE,76361.6,73477.3,20251010,0,sn_o,0,0,1.5,41750,0,00000001,0.75,20251010
sn2512C220000,0,0,1.5,SHFE,103299.2,100412.6,20251010,0,sn_o,0,0,1.5,68660,0,00000001,0.75,20251010
sn2512C225000,0,0,1.5,SHFE,98299.2,95412.6,20251010,0,sn_o,0,0,1.5,63660,0,00000001,0.75,20251010
sn2512C230000,0,0,1.5,SHFE,93301.2,90414.6,20251010,0,sn_o,0,0,1.5,58662,0,00000001,0.75,20251010
sn2512C235000,0,0,1.5,SHFE,88321.2,85434.6,20251010,0,sn_o,0,0,1.5,53682,0,00000001,0.75,20251010
sn2512C240000,0,0,1.5,SHFE,83377.2,80490.6,20251010,0,sn_o,0,0,1.5,48738,0,00000001,0.75,20251010
sn2512C245000,0,0,1.5,SHFE,78485.2,75598.6,20251010,0,sn_o,0,0,1.5,43846,0,00000001,0.75,20251010
sn2512C250000,0,0,1.5,SHFE,73675.2,70788.6,20251010,0,sn_o,0,0,1.5,39036,0,00000001,0.75,20251010
sn2512C255000,0,0,1.5,SHFE,68995.2,66108.6,20251010,0,sn_o,0,0,1.5,34356,0,00000001,0.75,20251010
sn2512C260000,0,0,1.5,SHFE,64481.2,61594.6,20251010,0,sn_o,0,0,1.5,29842,0,00000001,0.75,20251010
sn2512C265000,0,0,1.5,SHFE,60187.2,57300.6,20251010,0,sn_o,0,0,1.5,25548,0,00000001,0.75,20251010
sn2512C270000,0,0,1.5,SHFE,56187.2,53300.6,20251010,0,sn_o,0,0,1.5,21548,0,00000001,0.75,20251010
sn2512C275000,0,0,1.5,SHFE,52489.2,49602.6,20251010,0,sn_o,0,0,1.5,17850,0,00000001,0.75,20251010
sn2512C280000,0,0,1.5,SHFE,49197.2,46310.6,20251010,0,sn_o,0,0,1.5,14558,0,00000001,0.75,20251010
sn2512C285000,0,0,1.5,SHFE,46265.2,43378.6,20251010,0,sn_o,0,0,1.5,11626,0,00000001,0.75,20251010
sn2512C290000,0,0,1.5,SHFE,43105.2,40218.6,20251010,0,sn_o,0,0,1.5,9136,0,00000001,0.75,20251010
sn2512C295000,0,0,1.5,SHFE,38493.2,35606.6,20251010,0,sn_o,0,0,1.5,7024,0,00000001,0.75,20251010
sn2512C300000,0,0,1.5,SHFE,34267.2,31380.6,20251010,0,sn_o,0,0,1.5,5298,0,00000001,0.75,20251010
sn2512C305000,0,0,1.5,SHFE,30391.2,27504.6,20251010,0,sn_o,0,0,1.5,3922,0,00000001,0.75,20251010
sn2512C310000,0,0,1.5,SHFE,26797.2,23910.6,20251010,0,sn_o,0,0,1.5,2828,0,00000001,0.75,20251010
sn2512C315000,0,0,1.5,SHFE,23485.2,20598.6,20251010,0,sn_o,0,0,1.5,2016,0,00000001,0.75,20251010
sn2512C320000,0,0,1.5,SHFE,20375.2,17488.6,20251010,0,sn_o,0,0,1.5,1406,0,00000001,0.75,20251010
sn2512C325000,0,0,1.5,SHFE,18273.6,16830.3,20251010,0,sn_o,0,0,1.5,954,0,00000001,0.75,20251010
sn2512C330000,0,0,1.5,SHFE,17957.6,16514.3,20251010,0,sn_o,0,0,1.5,638,0,00000001,0.75,20251010
sn2512P220000,0,0,1.5,SHFE,17321.6,15878.3,20251010,0,sn_o,0,0,1.5,2,0,00000001,0.75,20251010
sn2512P225000,0,0,1.5,SHFE,17329.6,15886.3,20251010,0,sn_o,0,0,1.5,10,0,00000001,0.75,20251010
sn2512P230000,0,0,1.5,SHFE,17343.6,15900.3,20251010,0,sn_o,0,0,1.5,24,0,00000001,0.75,20251010
sn2512P235000,0,0,1.5,SHFE,17373.6,15930.3,20251010,0,sn_o,0,0,1.5,54,0,00000001,0.75,20251010
sn2512P240000,0,0,1.5,SHFE,17435.6,15992.3,20251010,0,sn_o,0,0,1.5,116,0,00000001,0.75,20251010
sn2512P245000,0,0,1.5,SHFE,17547.6,16104.3,20251010,0,sn_o,0,0,1.5,228,0,00000001,0.75,20251010
sn2512P250000,0,0,1.5,SHFE,17735.6,16292.3,20251010,0,sn_o,0,0,1.5,416,0,00000001,0.75,20251010
sn2512P255000,0,0,1.5,SHFE,18545.2,16612.3,20251010,0,sn_o,0,0,1.5,736,0,00000001,0.75,20251010
sn2512P260000,0,0,1.5,SHFE,21529.2,18642.6,20251010,0,sn_o,0,0,1.5,1220,0,00000001,0.75,20251010
sn2512P265000,0,0,1.5,SHFE,24729.2,21842.6,20251010,0,sn_o,0,0,1.5,1920,0,00000001,0.75,20251010
sn2512P270000,0,0,1.5,SHFE,28223.2,25336.6,20251010,0,sn_o,0,0,1.5,2914,0,00000001,0.75,20251010
sn2512P275000,0,0,1.5,SHFE,32019.2,29132.6,20251010,0,sn_o,0,0,1.5,4210,0,00000001,0.75,20251010
sn2512P280000,0,0,1.5,SHFE,36219.2,33332.6,20251010,0,sn_o,0,0,1.5,5910,0,00000001,0.75,20251010
sn2512P285000,0,0,1.5,SHFE,40779.2,37892.6,20251010,0,sn_o,0,0,1.5,7970,0,00000001,0.75,20251010
sn2512P290000,0,0,1.5,SHFE,45113.2,42226.6,20251010,0,sn_o,0,0,1.5,10474,0,00000001,0.75,20251010
sn2512P295000,0,0,1.5,SHFE,47993.2,45106.6,20251010,0,sn_o,0,0,1.5,13354,0,00000001,0.75,20251010
sn2512P300000,0,0,1.5,SHFE,51259.2,48372.6,20251010,0,sn_o,0,0,1.5,16620,0,00000001,0.75,20251010
sn2512P305000,0,0,1.5,SHFE,54877.2,51990.6,20251010,0,sn_o,0,0,1.5,20238,0,00000001,0.75,20251010
sn2512P310000,0,0,1.5,SHFE,58779.2,55892.6,20251010,0,sn_o,0,0,1.5,24140,0,00000001,0.75,20251010
sn2512P315000,0,0,1.5,SHFE,62959.2,60072.6,20251010,0,sn_o,0,0,1.5,28320,0,00000001,0.75,20251010
sn2512P320000,0,0,1.5,SHFE,67343.2,64456.6,20251010,0,sn_o,0,0,1.5,32704,0,00000001,0.75,20251010
sn2512P325000,0,0,1.5,SHFE,71889.2,69002.6,20251010,0,sn_o,0,0,1.5,37250,0,00000001,0.75,20251010
sn2512P330000,0,0,1.5,SHFE,76571.2,73684.6,20251010,0,sn_o,0,0,1.5,41932,0,00000001,0.75,20251010
ao2511C2350,0,0,3.5,SHFE,16225.6,15656,20251010,0,ao_o,0,0,3.5,498,0,00000001,1.75,20251010
ao2511C2400,0,0,3.5,SHFE,15225.6,14656,20251010,0,ao_o,0,0,3.5,448,0,00000001,1.75,20251010
ao2511C2450,0,0,3.5,SHFE,14225.6,13656,20251010,0,ao_o,0,0,3.5,398,0,00000001,1.75,20251010
ao2511C2500,0,0,3.5,SHFE,13235.6,12666,20251010,0,ao_o,0,0,3.5,348.5,0,00000001,1.75,20251010
ao2511C2550,0,0,3.5,SHFE,12255.6,11686,20251010,0,ao_o,0,0,3.5,299.5,0,00000001,1.75,20251010
ao2511C2600,0,0,3.5,SHFE,11295.6,10726,20251010,0,ao_o,0,0,3.5,251.5,0,00000001,1.75,20251010
ao2511C2650,0,0,3.5,SHFE,10385.6,9816,20251010,0,ao_o,0,0,3.5,206,0,00000001,1.75,20251010
ao2511C2700,0,0,3.5,SHFE,9535.6,8966,20251010,0,ao_o,0,0,3.5,163.5,0,00000001,1.75,20251010
ao2511C2750,0,0,3.5,SHFE,8775.6,8206,20251010,0,ao_o,0,0,3.5,125.5,0,00000001,1.75,20251010
ao2511C2800,0,0,3.5,SHFE,8105.6,7536,20251010,0,ao_o,0,0,3.5,92,0,00000001,1.75,20251010
ao2511C2850,0,0,3.5,SHFE,7545.6,6976,20251010,0,ao_o,0,0,3.5,65,0,00000001,1.75,20251010
ao2511C2900,0,0,3.5,SHFE,6625.6,6056,20251010,0,ao_o,0,0,3.5,44,0,00000001,1.75,20251010
ao2511C2950,0,0,3.5,SHFE,5805.6,5236,20251010,0,ao_o,0,0,3.5,28,0,00000001,1.75,20251010
ao2511C3000,0,0,3.5,SHFE,5085.6,4516,20251010,0,ao_o,0,0,3.5,17,0,00000001,1.75,20251010
ao2511C3050,0,0,3.5,SHFE,4445.6,3876,20251010,0,ao_o,0,0,3.5,10,0,00000001,1.75,20251010
ao2511C3100,0,0,3.5,SHFE,3855.6,3286,20251010,0,ao_o,0,0,3.5,5.5,0,00000001,1.75,20251010
