INSTRUMENTID,PARTICIPANTID3,PARTICIPANTID2,PARTICIPANTID1,PARTICIPANTABBR3,PARTICIPANTABBR2,RANK,PARTICIPANTABBR1,CJ2,CJ1,CJ1_CHG,CJ3_CHG,PRODUCTNAME,CJ3,CJ2_CHG,trade_date
rb2510,0007      ,0148      ,0043      ,东海期货  ,中信期货  ,16,国元期货  ,240,90,90,0,螺纹钢,240,-30,20251010
rb2510,0137      ,0274      ,0076      ,宏源期货  ,中辉期货  ,17,道通期货  ,240,90,90,0,螺纹钢,240,0,20251010
rb2510,0153      ,0277      ,0136      ,海证期货  ,一德期货  ,18,信达期货  ,210,90,0,-60,螺纹钢,240,-30,20251010
rb2510,0163      ,0125      ,0121      ,东证期货  ,物产中大  ,19,格林大华  ,150,60,60,-240,螺纹钢,240,0,20251010
rb2510,0151      ,0134      ,0153      ,创元期货  ,大越期货  ,20,海证期货  ,120,60,60,0,螺纹钢,210,0,20251010
rb2510,,,,,,999,,15570,13140,6581,-5700,螺纹钢,14880,-4920,20251010
rb2511,0259      ,0259      ,0163      ,华闻期货  ,华闻期货  ,1,东证期货  ,8808,7624,-6596,-44,螺纹钢,8847,-7,20251010
rb2511,0148      ,0003      ,0004      ,中信期货  ,建信期货  ,2,国泰君安  ,4160,5443,-8548,-482,螺纹钢,6879,0,20251010
rb2511,0163      ,0038      ,0081      ,东证期货  ,宁证期货  ,3,海通期货  ,3930,3350,-1313,-37,螺纹钢,5692,-1,20251010
rb2511,0004      ,0169      ,0253      ,国泰君安  ,兴业期货  ,4,华泰期货  ,3923,3164,-921,-868,螺纹钢,5052,-748,20251010
rb2511,0253      ,0268      ,0123      ,华泰期货  ,中信建投  ,5,浙商期货  ,3305,2904,-2006,-763,螺纹钢,3330,-589,20251010
rb2511,0169      ,0288      ,0148      ,兴业期货  ,平安期货  ,6,中信期货  ,3273,2604,-5336,-1074,螺纹钢,3176,-5,20251010
rb2511,0268      ,0274      ,0055      ,中信建投  ,中辉期货  ,7,中天期货  ,3187,2304,2304,-535,螺纹钢,2740,-46,20251010
rb2511,0103      ,0163      ,0275      ,永安期货  ,东证期货  ,8,中泰期货  ,3085,2044,-1386,-113,螺纹钢,2657,-457,20251010
rb2511,0069      ,0253      ,0169      ,申万期货  ,华泰期货  ,9,兴业期货  ,2692,1826,1788,-74,螺纹钢,2474,-1277,20251010
rb2511,0019      ,0004      ,0139      ,宝城期货  ,国泰君安  ,10,中粮期货  ,2525,1715,872,6,螺纹钢,2382,-735,20251010
rb2511,0031      ,0339      ,0268      ,中航期货  ,恒力期货  ,11,中信建投  ,2400,1592,547,3,螺纹钢,2208,0,20251010
rb2511,0081      ,0103      ,0272      ,海通期货  ,永安期货  ,12,银河期货  ,2195,950,287,-946,螺纹钢,2139,181,20251010
rb2511,0058      ,0034      ,0249      ,国贸期货  ,方正中期  ,13,先融期货  ,1925,933,697,-38,螺纹钢,2135,1,20251010
rb2511,0077      ,0042      ,0096      ,新湖期货  ,光大期货  ,14,南华期货  ,1866,653,168,27,螺纹钢,1810,-89,20251010
rb2511,0096      ,0081      ,0042      ,南华期货  ,海通期货  ,15,光大期货  ,1852,624,-763,21,螺纹钢,1568,-1218,20251010
rb2511,0274      ,0311      ,0259      ,中辉期货  ,兴证期货  ,16,华闻期货  ,1581,339,150,-7,螺纹钢,1506,-2,20251010
rb2511,0088      ,0088      ,0007      ,东亚期货  ,东亚期货  ,17,东海期货  ,1500,331,190,0,螺纹钢,1500,-1,20251010
rb2511,0003      ,0333      ,0069      ,建信期货  ,盛达期货  ,18,申万期货  ,1490,329,-1250,0,螺纹钢,1348,-10,20251010
rb2511,0138      ,0238      ,0153      ,先锋期货  ,安粮期货  ,19,海证期货  ,1454,319,-20,1,螺纹钢,1316,-33,20251010
rb2511,0125      ,0137      ,0103      ,物产中大  ,宏源期货  ,20,永安期货  ,1367,308,-990,-50,螺纹钢,1266,-11,20251010
rb2511,,,,,,999,,56518,39356,-22126,-4973,螺纹钢,60025,-5047,20251010
rb2601,0004      ,0148      ,0004      ,国泰君安  ,中信期货  ,1,国泰君安  ,316788,320379,53263,-7511,螺纹钢,212166,1238,20251010
rb2601,0148      ,0004      ,0148      ,中信期货  ,国泰君安  ,2,中信期货  ,93392,241407,48859,4879,螺纹钢,163089,-3338,20251010
rb2601,0163      ,0163      ,0163      ,东证期货  ,东证期货  ,3,东证期货  ,90166,204007,36956,-7753,螺纹钢,136193,2554,20251010
rb2601,0239      ,0272      ,0253      ,乾坤期货  ,银河期货  ,4,华泰期货  ,70389,71198,9471,-8025,螺纹钢,117214,749,20251010
rb2601,0103      ,0103      ,0259      ,永安期货  ,永安期货  ,5,华闻期货  ,64477,57156,22820,1587,螺纹钢,64944,1139,20251010
rb2601,0253      ,0253      ,0275      ,华泰期货  ,华泰期货  ,6,中泰期货  ,59098,56180,5227,-402,螺纹钢,59849,830,20251010
rb2601,0034      ,0034      ,0272      ,方正中期  ,方正中期  ,7,银河期货  ,55619,53748,13954,477,螺纹钢,56957,2340,20251010
rb2601,0272      ,0275      ,0034      ,银河期货  ,中泰期货  ,8,方正中期  ,42813,43599,14044,513,螺纹钢,46479,-54,20251010
rb2601,0082      ,0274      ,0186      ,国投期货  ,中辉期货  ,9,徽商期货  ,42795,43075,21389,1325,螺纹钢,44172,756,20251010
rb2601,0059      ,0069      ,0123      ,瑞达期货  ,申万期货  ,10,浙商期货  ,37973,39550,18747,5225,螺纹钢,41221,820,20251010
rb2601,0049      ,0123      ,0059      ,金瑞期货  ,浙商期货  ,11,瑞达期货  ,34406,31371,1527,266,螺纹钢,38650,-466,20251010
rb2601,0335      ,0009      ,0268      ,中金财富  ,五矿期货  ,12,中信建投  ,30044,29460,9501,-807,螺纹钢,31415,1065,20251010
rb2601,0277      ,0058      ,0081      ,一德期货  ,国贸期货  ,13,海通期货  ,29030,29111,7854,-5310,螺纹钢,28793,2245,20251010
rb2601,0058      ,0271      ,0088      ,国贸期货  ,渤海期货  ,14,东亚期货  ,27883,27930,12803,2391,螺纹钢,28642,557,20251010
rb2601,0275      ,0153      ,0096      ,中泰期货  ,海证期货  ,15,南华期货  ,27327,26343,-1974,1712,螺纹钢,27043,477,20251010
rb2601,0137      ,0186      ,0239      ,宏源期货  ,徽商期货  ,16,乾坤期货  ,26733,24445,-7836,145,螺纹钢,26729,3631,20251010
rb2601,0125      ,0239      ,0298      ,物产中大  ,乾坤期货  ,17,东方财富  ,26196,24104,12417,3968,螺纹钢,26424,-9000,20251010
rb2601,0007      ,0059      ,0240      ,东海期货  ,瑞达期货  ,18,广发期货  ,26029,22878,9250,-891,螺纹钢,25034,1052,20251010
rb2601,0084      ,0082      ,0103      ,瑞银期货  ,国投期货  ,19,永安期货  ,25186,21136,-6508,699,螺纹钢,24200,-288,20251010
rb2601,0081      ,0007      ,0138      ,海通期货  ,东海期货  ,20,先锋期货  ,24878,20791,-3168,922,螺纹钢,23255,598,20251010
rb2601,,,,,,999,,1151222,1387868,278596,-6590,螺纹钢,1222469,6905,20251010
rb2603,0323      ,0323      ,0148      ,东吴期货  ,东吴期货  ,1,中信期货  ,41932,44271,21753,1834,螺纹钢,42003,1799,20251010
rb2603,0163      ,0163      ,0163      ,东证期货  ,东证期货  ,2,东证期货  ,25926,41345,13702,1483,螺纹钢,25881,1246,20251010
rb2603,0081      ,0081      ,0004      ,海通期货  ,海通期货  ,3,国泰君安  ,25024,22933,18913,2082,螺纹钢,25086,1963,20251010
rb2603,0148      ,0148      ,0253      ,中信期货  ,中信期货  ,4,华泰期货  ,24811,11555,1831,111,螺纹钢,20797,2000,20251010
rb2603,0268      ,0268      ,0259      ,中信建投  ,中信建投  ,5,华闻期货  ,20401,10567,9811,76,螺纹钢,18037,19,20251010
rb2603,0004      ,0004      ,0123      ,国泰君安  ,国泰君安  ,6,浙商期货  ,14915,7980,976,1175,螺纹钢,17550,842,20251010
rb2603,0253      ,0069      ,0096      ,华泰期货  ,申万期货  ,7,南华期货  ,14827,7514,996,1828,螺纹钢,14529,635,20251010
rb2603,0151      ,0253      ,0275      ,创元期货  ,华泰期货  ,8,中泰期货  ,13819,6515,-1506,866,螺纹钢,13900,1271,20251010
rb2603,0103      ,0151      ,0081      ,永安期货  ,创元期货  ,9,海通期货  ,13767,6069,-1353,1048,螺纹钢,12718,858,20251010
rb2603,0069      ,0259      ,0323      ,申万期货  ,华闻期货  ,10,东吴期货  ,11379,3883,86,654,螺纹钢,11777,4263,20251010
rb2603,0259      ,0082      ,0268      ,华闻期货  ,国投期货  ,11,中信建投  ,11015,3371,-14,4270,螺纹钢,11506,18,20251010
rb2603,0082      ,0103      ,0103      ,国投期货  ,永安期货  ,12,永安期货  ,10136,2718,-1512,-136,螺纹钢,11055,804,20251010
rb2603,0139      ,0139      ,0055      ,中粮期货  ,中粮期货  ,13,中天期货  ,9818,2304,2304,135,螺纹钢,9642,127,20251010
rb2603,0272      ,0272      ,0139      ,银河期货  ,银河期货  ,14,中粮期货  ,7374,1962,-1112,145,螺纹钢,6415,240,20251010
rb2603,0096      ,0096      ,0240      ,南华期货  ,南华期货  ,15,广发期货  ,6065,1886,1607,1247,螺纹钢,5979,1113,20251010
rb2603,0138      ,0288      ,0151      ,先锋期货  ,平安期货  ,16,创元期货  ,5496,1816,819,284,螺纹钢,4991,1,20251010
rb2603,0313      ,0138      ,0069      ,中州期货  ,先锋期货  ,17,申万期货  ,4974,1725,1180,-2,螺纹钢,3502,248,20251010
rb2603,0058      ,0319      ,0272      ,国贸期货  ,西部期货  ,18,银河期货  ,3098,1567,-767,-34,螺纹钢,3480,34,20251010
rb2603,0319      ,0169      ,0169      ,西部期货  ,兴业期货  ,19,兴业期货  ,2186,1530,1520,-23,螺纹钢,2996,-760,20251010
rb2603,0043      ,0156      ,0186      ,国元期货  ,中衍期货  ,20,徽商期货  ,2008,1179,453,44,螺纹钢,2023,2,20251010
rb2603,,,,,,999,,268971,182690,69687,17087,螺纹钢,263867,16723,20251010
rb2605,0163      ,0004      ,0163      ,东证期货  ,国泰君安  ,1,东证期货  ,11796,13517,-2267,-2803,螺纹钢,19746,-20,20251010
rb2605,0148      ,0148      ,0148      ,中信期货  ,中信期货  ,2,中信期货  ,8752,5489,58,576,螺纹钢,13398,-195,20251010
rb2605,0081      ,0082      ,0004      ,海通期货  ,国投期货  ,3,国泰君安  ,8438,4891,-1770,-371,螺纹钢,11364,43,20251010
rb2605,0004      ,0275      ,0253      ,国泰君安  ,中泰期货  ,4,华泰期货  ,8148,2625,-820,27,螺纹钢,10728,199,20251010
rb2605,0275      ,0163      ,0275      ,中泰期货  ,东证期货  ,5,中泰期货  ,7435,2274,-277,-397,螺纹钢,8213,18,20251010
rb2605,0272      ,0272      ,0161      ,银河期货  ,银河期货  ,6,招商期货  ,6551,1757,860,22,螺纹钢,7451,55,20251010
rb2605,0134      ,0240      ,0274      ,大越期货  ,广发期货  ,7,中辉期货  ,5763,1594,10,0,螺纹钢,5842,-297,20251010
rb2605,0253      ,0103      ,0153      ,华泰期货  ,永安期货  ,8,海证期货  ,5152,1487,1046,-294,螺纹钢,4958,22,20251010
rb2605,0103      ,0034      ,0308      ,永安期货  ,方正中期  ,9,国信期货  ,4245,1141,291,168,螺纹钢,4932,163,20251010
rb2605,0333      ,0123      ,0042      ,盛达期货  ,浙商期货  ,10,光大期货  ,4062,923,157,64,螺纹钢,4234,18,20251010
rb2605,0125      ,0096      ,0043      ,物产中大  ,南华期货  ,11,国元期货  ,3951,841,319,-1,螺纹钢,3574,16,20251010
rb2605,0156      ,0319      ,0103      ,中衍期货  ,西部期货  ,12,永安期货  ,3546,838,-92,147,螺纹钢,3389,2,20251010
rb2605,0319      ,0043      ,0151      ,西部期货  ,国元期货  ,13,创元期货  ,3421,779,594,109,螺纹钢,3186,-36,20251010
rb2605,0007      ,0244      ,0259      ,东海期货  ,民生期货  ,14,华闻期货  ,3371,723,268,110,螺纹钢,3166,14,20251010
rb2605,0123      ,0274      ,0240      ,浙商期货  ,中辉期货  ,15,广发期货  ,3269,715,335,35,螺纹钢,2707,275,20251010
rb2605,0096      ,0052      ,0081      ,南华期货  ,山金期货  ,16,海通期货  ,2479,690,255,268,螺纹钢,2583,1,20251010
rb2605,0059      ,0259      ,0049      ,瑞达期货  ,华闻期货  ,17,金瑞期货  ,2240,664,456,117,螺纹钢,2429,12,20251010
rb2605,0052      ,0006      ,0322      ,山金期货  ,华鑫期货  ,18,新纪元    ,1930,648,629,-1,螺纹钢,2329,-3,20251010
rb2605,0259      ,0121      ,0008      ,华闻期货  ,格林大华  ,19,上海中期  ,1907,635,441,-33,螺纹钢,2230,26,20251010
rb2605,0238      ,0331      ,0238      ,安粮期货  ,广州金控  ,20,安粮期货  ,1893,623,-29,340,螺纹钢,1777,31,20251010
rb2605,,,,,,999,,98349,42854,464,-1917,螺纹钢,118236,344,20251010
hcall,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,-1,期货公司会员/境外特殊经纪参与者,1759578,1060626,143544,35377,热轧卷板,1759578,35377,20251010
hcall,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,0,非期货公司会员/境外特殊非经纪参与者,0,0,0,0,热轧卷板,0,0,20251010
hc2510,0002      ,0163      ,0139      ,华宝期货  ,东证期货  ,1,中粮期货  ,3210,5760,5760,-270,热轧卷板,8580,-30,20251010
hc2510,0103      ,0123      ,0163      ,永安期货  ,浙商期货  ,2,东证期货  ,3000,1680,718,420,热轧卷板,1710,0,20251010
hc2510,0136      ,0103      ,0004      ,信达期货  ,永安期货  ,3,国泰君安  ,2460,1590,540,0,热轧卷板,1470,-60,20251010
hc2510,0096      ,0089      ,0034      ,南华期货  ,金元期货  ,4,方正中期  ,2100,1110,726,0,热轧卷板,1410,0,20251010
hc2510,0007      ,0275      ,0125      ,东海期货  ,中泰期货  ,5,物产中大  ,1500,900,840,0,热轧卷板,1350,-750,20251010
hc2510,0076      ,0004      ,0003      ,道通期货  ,国泰君安  ,6,建信期货  ,1290,840,720,0,热轧卷板,990,-1350,20251010
hc2510,0139      ,0042      ,0275      ,中粮期货  ,光大期货  ,7,中泰期货  ,1230,810,285,-5700,热轧卷板,600,-180,20251010
hc2510,0058      ,0148      ,0159      ,国贸期货  ,中信期货  ,8,交子期货  ,960,600,540,0,热轧卷板,540,0,20251010
hc2510,0148      ,0077      ,0096      ,中信期货  ,新湖期货  ,9,南华期货  ,900,480,420,0,热轧卷板,360,-180,20251010
hc2510,0275      ,0125      ,0103      ,中泰期货  ,物产中大  ,10,永安期货  ,570,480,480,-60,热轧卷板,360,-900,20251010
hc2510,0004      ,0058      ,0308      ,国泰君安  ,国贸期货  ,11,国信期货  ,390,420,360,-240,热轧卷板,330,-300,20251010
hc2510,0163      ,0274      ,0058      ,东证期货  ,中辉期货  ,12,国贸期货  ,390,300,-360,-930,热轧卷板,330,0,20251010
hc2510,0034      ,0076      ,0002      ,方正中期  ,道通期货  ,13,华宝期货  ,360,270,-510,-90,热轧卷板,300,0,20251010
hc2510,0137      ,0159      ,0067      ,宏源期货  ,交子期货  ,14,中财期货  ,270,210,30,0,热轧卷板,240,-600,20251010
hc2510,0272      ,0034      ,0042      ,银河期货  ,方正中期  ,15,光大期货  ,180,180,120,0,热轧卷板,180,-1020,20251010
hc2510,0151      ,0003      ,0077      ,创元期货  ,建信期货  ,16,新湖期货  ,150,180,-780,150,热轧卷板,150,-840,20251010
hc2510,0125      ,0067      ,0137      ,物产中大  ,中财期货  ,17,宏源期货  ,150,180,180,0,热轧卷板,120,-90,20251010
hc2510,0238      ,0096      ,0151      ,安粮期货  ,南华期货  ,18,创元期货  ,150,150,-120,0,热轧卷板,90,-480,20251010
hc2510,0418      ,0240      ,0331      ,港信期货  ,广发期货  ,19,广州金控  ,30,120,120,0,热轧卷板,90,0,20251010
hc2510,0067      ,0321      ,0019      ,中财期货  ,紫金天风  ,20,宝城期货  ,30,60,60,0,热轧卷板,60,0,20251010
hc2510,,,,,,999,,19320,16320,10129,-6720,热轧卷板,19260,-6780,20251010
hc2511,0178      ,0178      ,0148      ,弘业期货  ,弘业期货  ,1,中信期货  ,6247,4713,-964,-796,热轧卷板,6048,-795,20251010
hc2511,0268      ,0268      ,0004      ,中信建投  ,中信建投  ,2,国泰君安  ,4905,3419,549,-725,热轧卷板,4666,-675,20251010
hc2511,0139      ,0139      ,0163      ,中粮期货  ,中粮期货  ,3,东证期货  ,3728,2749,1157,-744,热轧卷板,3705,-714,20251010
hc2511,0004      ,0148      ,0081      ,国泰君安  ,中信期货  ,4,海通期货  ,3107,2501,-953,262,热轧卷板,3149,1412,20251010
hc2511,0259      ,0259      ,0077      ,华闻期货  ,华闻期货  ,5,新湖期货  ,2403,1982,-1505,23,热轧卷板,2467,-468,20251010
hc2511,0169      ,0004      ,0268      ,兴业期货  ,国泰君安  ,6,中信建投  ,2191,1616,470,0,热轧卷板,2007,225,20251010
hc2511,0123      ,0007      ,0178      ,浙商期货  ,东海期货  ,7,弘业期货  ,1817,1593,445,56,热轧卷板,1932,2,20251010
hc2511,0103      ,0077      ,0139      ,永安期货  ,新湖期货  ,8,中粮期货  ,1675,1518,602,509,热轧卷板,1709,7,20251010
hc2511,0148      ,0076      ,0240      ,中信期货  ,道通期货  ,9,广发期货  ,1430,1476,-359,391,热轧卷板,1651,0,20251010
hc2511,0096      ,0008      ,0034      ,南华期货  ,上海中期  ,10,方正中期  ,1326,1446,-69,0,热轧卷板,1261,-50,20251010
hc2511,0034      ,0274      ,0161      ,方正中期  ,中辉期货  ,11,招商期货  ,1262,1248,332,-692,热轧卷板,1218,-81,20251010
hc2511,0008      ,0171      ,0125      ,上海中期  ,首创京都  ,12,物产中大  ,1134,821,38,0,热轧卷板,1150,0,20251010
hc2511,0137      ,0034      ,0103      ,宏源期货  ,方正中期  ,13,永安期货  ,1005,566,346,2,热轧卷板,859,-702,20251010
hc2511,0049      ,0009      ,0259      ,金瑞期货  ,五矿期货  ,14,华闻期货  ,997,515,72,-43,热轧卷板,792,207,20251010
hc2511,0240      ,0125      ,0253      ,广发期货  ,物产中大  ,15,华泰期货  ,970,456,-383,25,热轧卷板,730,569,20251010
hc2511,0253      ,0327      ,0177      ,华泰期货  ,中原期货  ,16,大地期货  ,645,420,419,30,热轧卷板,708,50,20251010
hc2511,0275      ,0103      ,0009      ,中泰期货  ,永安期货  ,17,五矿期货  ,565,396,-516,0,热轧卷板,705,-47,20251010
hc2511,0058      ,0177      ,0342      ,国贸期货  ,大地期货  ,18,津投期货  ,420,328,-708,0,热轧卷板,520,420,20251010
hc2511,0067      ,0321      ,0157      ,中财期货  ,紫金天风  ,19,中国国际  ,400,283,194,-6,热轧卷板,506,0,20251010
hc2511,0163      ,0253      ,0049      ,东证期货  ,华泰期货  ,20,金瑞期货  ,399,218,71,12,热轧卷板,486,-32,20251010
hc2511,,,,,,999,,36626,28264,-762,-1696,热轧卷板,36269,-672,20251010
hc2601,0004      ,0004      ,0004      ,国泰君安  ,国泰君安  ,1,国泰君安  ,142013,114483,42072,-8,热轧卷板,237087,1273,20251010
hc2601,0148      ,0148      ,0163      ,中信期货  ,中信期货  ,2,东证期货  ,131799,83110,4752,5411,热轧卷板,131890,-8386,20251010
hc2601,0163      ,0042      ,0148      ,东证期货  ,光大期货  ,3,中信期货  ,102902,74241,-1233,4109,热轧卷板,83543,-96,20251010
hc2601,0058      ,0103      ,0253      ,国贸期货  ,永安期货  ,4,华泰期货  ,99858,48395,7706,1246,热轧卷板,62690,-1348,20251010
hc2601,0272      ,0009      ,0081      ,银河期货  ,五矿期货  ,5,海通期货  ,60404,30122,-40,-384,热轧卷板,56672,3454,20251010
hc2601,0239      ,0163      ,0103      ,乾坤期货  ,东证期货  ,6,永安期货  ,46817,25267,-3793,-7393,热轧卷板,46113,-1761,20251010
hc2601,0103      ,0253      ,0275      ,永安期货  ,华泰期货  ,7,中泰期货  ,44336,25205,5186,3773,热轧卷板,45360,3210,20251010
hc2601,0125      ,0272      ,0034      ,物产中大  ,银河期货  ,8,方正中期  ,37192,24826,1595,-1174,热轧卷板,45049,64,20251010
hc2601,0096      ,0275      ,0096      ,南华期货  ,中泰期货  ,9,南华期货  ,35172,16194,-6248,-749,热轧卷板,35247,-87,20251010
hc2601,0277      ,0058      ,0077      ,一德期货  ,国贸期货  ,10,新湖期货  ,34782,16084,-4147,487,热轧卷板,33417,568,20251010
hc2601,0059      ,0059      ,0272      ,瑞达期货  ,瑞达期货  ,11,银河期货  ,31152,15096,1169,1138,热轧卷板,25375,490,20251010
hc2601,0275      ,0034      ,0239      ,中泰期货  ,方正中期  ,12,乾坤期货  ,24672,13762,1309,-504,热轧卷板,24257,1567,20251010
hc2601,0034      ,0082      ,0259      ,方正中期  ,国投期货  ,13,华闻期货  ,24129,11146,-10617,1277,热轧卷板,22738,-911,20251010
hc2601,0153      ,0274      ,0240      ,海证期货  ,中辉期货  ,14,广发期货  ,22476,10614,-5297,848,热轧卷板,22402,1275,20251010
hc2601,0305      ,0239      ,0123      ,北金期货  ,乾坤期货  ,15,浙商期货  ,20883,10491,6572,-475,热轧卷板,22039,-5201,20251010
hc2601,0339      ,0125      ,0268      ,恒力期货  ,物产中大  ,16,中信建投  ,20349,10147,3994,-68,热轧卷板,21906,374,20251010
hc2601,0253      ,0007      ,0151      ,华泰期货  ,东海期货  ,17,创元期货  ,19618,8847,3199,137,热轧卷板,21150,-2018,20251010
hc2601,0123      ,0277      ,0298      ,浙商期货  ,一德期货  ,18,东方财富  ,18711,8510,2273,-7,热轧卷板,19260,404,20251010
hc2601,0042      ,0019      ,0137      ,光大期货  ,宝城期货  ,19,宏源期货  ,17951,8506,2730,858,热轧卷板,17943,637,20251010
hc2601,0311      ,0311      ,0323      ,兴证期货  ,兴证期货  ,20,东吴期货  ,16141,8182,2511,64,热轧卷板,17200,559,20251010
hc2601,,,,,,999,,951357,563228,53693,8586,热轧卷板,991338,-5933,20251010
hc2603,0323      ,0323      ,0148      ,东吴期货  ,东吴期货  ,1,中信期货  ,26357,19093,9550,1520,热轧卷板,25737,1536,20251010
hc2603,0268      ,0268      ,0163      ,中信建投  ,中信建投  ,2,东证期货  ,24039,17747,7349,-254,热轧卷板,24058,-279,20251010
hc2603,0081      ,0081      ,0077      ,海通期货  ,海通期货  ,3,新湖期货  ,17373,13711,4526,274,热轧卷板,17429,300,20251010
hc2603,0004      ,0004      ,0004      ,国泰君安  ,国泰君安  ,4,国泰君安  ,15156,10446,-1811,525,热轧卷板,16204,969,20251010
hc2603,0161      ,0148      ,0253      ,招商期货  ,中信期货  ,5,华泰期货  ,13316,9347,3297,7,热轧卷板,13048,1760,20251010
hc2603,0178      ,0161      ,0275      ,弘业期货  ,招商期货  ,6,中泰期货  ,13067,9127,4020,-16,热轧卷板,12507,19,20251010
hc2603,0253      ,0178      ,0268      ,华泰期货  ,弘业期货  ,7,中信建投  ,12649,7257,650,1696,热轧卷板,11988,-16,20251010
hc2603,0042      ,0042      ,0259      ,光大期货  ,光大期货  ,8,华闻期货  ,10975,6653,5940,884,热轧卷板,10890,893,20251010
hc2603,0139      ,0253      ,0240      ,中粮期货  ,华泰期货  ,9,广发期货  ,10293,5487,647,152,热轧卷板,9673,1065,20251010
hc2603,0137      ,0139      ,0178      ,宏源期货  ,中粮期货  ,10,弘业期货  ,9673,4232,2166,-5,热轧卷板,7992,160,20251010
hc2603,0157      ,0137      ,0081      ,中国国际  ,宏源期货  ,11,海通期货  ,7974,4154,-197,990,热轧卷板,6093,-15,20251010
hc2603,0034      ,0157      ,0137      ,方正中期  ,中国国际  ,12,宏源期货  ,6098,3478,1277,1345,热轧卷板,5923,990,20251010
hc2603,0240      ,0034      ,0034      ,广发期货  ,方正中期  ,13,方正中期  ,5616,3133,866,1444,热轧卷板,4693,1316,20251010
hc2603,0259      ,0240      ,0323      ,华闻期货  ,广发期货  ,14,东吴期货  ,4868,3098,661,2093,热轧卷板,4653,1549,20251010
hc2603,0077      ,0259      ,0139      ,新湖期货  ,华闻期货  ,15,中粮期货  ,4775,2384,680,-18,热轧卷板,2773,2368,20251010
hc2603,0009      ,0052      ,0042      ,五矿期货  ,山金期货  ,16,光大期货  ,1502,2037,715,1569,热轧卷板,2724,2,20251010
hc2603,0043      ,0163      ,0157      ,国元期货  ,东证期货  ,17,中国国际  ,1013,1980,1672,163,热轧卷板,2035,161,20251010
hc2603,0103      ,0156      ,0009      ,永安期货  ,中衍期货  ,18,五矿期货  ,955,1627,-108,361,热轧卷板,1915,8,20251010
hc2603,0052      ,0088      ,0088      ,山金期货  ,东亚期货  ,19,东亚期货  ,751,1500,1420,0,热轧卷板,1500,750,20251010
hc2603,0148      ,0153      ,0043      ,中信期货  ,海证期货  ,20,国元期货  ,680,785,517,-55,热轧卷板,1367,19,20251010
hc2603,,,,,,999,,187130,127276,43837,12675,热轧卷板,183202,13555,20251010
hc2605,0004      ,0004      ,0275      ,国泰君安  ,国泰君安  ,1,中泰期货  ,11281,8989,8306,929,热轧卷板,17507,1588,20251010
hc2605,0277      ,0163      ,0163      ,一德期货  ,东证期货  ,2,东证期货  ,10891,8006,1844,900,热轧卷板,10076,663,20251010
hc2605,0125      ,0308      ,0004      ,物产中大  ,国信期货  ,3,国泰君安  ,8576,5849,1445,271,热轧卷板,9072,762,20251010
hc2605,0148      ,0082      ,0148      ,中信期货  ,国投期货  ,4,中信期货  ,6636,2793,-1376,1427,热轧卷板,7099,-28,20251010
hc2605,0007      ,0148      ,0253      ,东海期货  ,中信期货  ,5,华泰期货  ,4309,2614,-50,0,热轧卷板,6208,-30,20251010
hc2605,0096      ,0274      ,0153      ,南华期货  ,中辉期货  ,6,海证期货  ,3816,1890,1461,848,热轧卷板,5449,1488,20251010
hc2605,0163      ,0253      ,0274      ,东证期货  ,华泰期货  ,7,中辉期货  ,3754,1708,1139,333,热轧卷板,4499,-178,20251010
hc2605,0103      ,0272      ,0103      ,永安期货  ,银河期货  ,8,永安期货  ,3748,1428,317,1272,热轧卷板,3857,20,20251010
hc2605,0288      ,0103      ,0308      ,平安期货  ,永安期货  ,9,国信期货  ,3656,1306,171,0,热轧卷板,3630,88,20251010
hc2605,0009      ,0275      ,0096      ,五矿期货  ,中泰期货  ,10,南华期货  ,3388,1291,1249,606,热轧卷板,3390,219,20251010
hc2605,0043      ,0156      ,0277      ,国元期货  ,中衍期货  ,11,一德期货  ,3218,957,290,11,热轧卷板,3271,9,20251010
hc2605,0272      ,0311      ,0244      ,银河期货  ,兴证期货  ,12,民生期货  ,2635,913,775,-6,热轧卷板,2824,13,20251010
hc2605,0275      ,0153      ,0240      ,中泰期货  ,海证期货  ,13,广发期货  ,2347,776,377,494,热轧卷板,2594,327,20251010
hc2605,0123      ,0095      ,0049      ,浙商期货  ,国金期货  ,14,金瑞期货  ,2176,758,-1313,4,热轧卷板,2344,5,20251010
hc2605,0153      ,0238      ,0009      ,海证期货  ,安粮期货  ,15,五矿期货  ,1735,715,-315,471,热轧卷板,2084,276,20251010
hc2605,0019      ,0125      ,0136      ,宝城期货  ,物产中大  ,16,信达期货  ,1699,559,409,60,热轧卷板,1591,5,20251010
hc2605,0253      ,0323      ,0018      ,华泰期货  ,东吴期货  ,17,国联期货  ,1546,554,393,-428,热轧卷板,1486,70,20251010
hc2605,0268      ,0034      ,0042      ,中信建投  ,方正中期  ,18,光大期货  ,1510,552,38,27,热轧卷板,1248,143,20251010
